
---------- Begin Simulation Statistics ----------
simSeconds                                   0.427124                       # Number of seconds simulated (Second)
simTicks                                 427123593624                       # Number of ticks simulated (Tick)
finalTick                                427123593624                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8649.64                       # Real time elapsed on the host (Second)
hostTickRate                                 49380518                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681192                       # Number of bytes of host memory used (Byte)
simInsts                                   1892613339                       # Number of instructions simulated (Count)
simOps                                     2094745011                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   218808                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     242177                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           357                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       1196424660                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.630399                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.586297                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2199979688                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  2548491                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     2167943043                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 314094                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            107783167                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          97548667                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              110226                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1195069832                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.814072                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.891396                       # Number of insts issued each cycle (Count)
system.cpu.executeStats0.numInsts          2160540716                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop               5435374                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches        357389648                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts       336423921                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts      263515996                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            1.805831                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads      652242379                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites     644073086                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegWrites             0                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads    2449918212                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites   1396746489                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs         599939917                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads    386422854                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites     10174901                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numVecRegReads      98703228                       # Number of times the vector registers were read (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches          231747007                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     535940123                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                12463194                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                    3                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           52                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                 314787328                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               3806209                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         1195069832                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.910395                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.920597                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                729016647     61.00%     61.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 65934211      5.52%     66.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                 64987330      5.44%     71.96% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 43083639      3.61%     75.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 50437672      4.22%     79.78% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                 22026518      1.84%     81.63% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 45275807      3.79%     85.41% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                 20106364      1.68%     87.10% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                154201644     12.90%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           1195069832                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            2068885489                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.729223                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          381334519                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.318728                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    652898057                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      313732346                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         313732346                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     313732346                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        313732346                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      1054982                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         1054982                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      1054982                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        1054982                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst   9872963876                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total   9872963876                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst   9872963876                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total   9872963876                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    314787328                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     314787328                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    314787328                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    314787328                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.003351                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.003351                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.003351                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.003351                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst  9358.419268                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total  9358.419268                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst  9358.419268                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total  9358.419268                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1981                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           15                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs     132.066667                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst         1332                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total          1332                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst         1332                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total         1332                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      1053650                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      1053650                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      1053650                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      1053650                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst   9099962486                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total   9099962486                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst   9099962486                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total   9099962486                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.003347                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.003347                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.003347                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.003347                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst  8636.608443                       # average overall mshr miss latency ((Tick/Count))
